twitterUsername,politicalParty,tweetText
brianschatz,D,The Postal Service is not supposed to pay for itself. It's a government function. Thank you.
brianschatz,D,He sure does seem like he has no confidence that he can win without cheating.
brianschatz,D,"RT @TinaSmithMN:  In less than 48 hrs, Trump's landing in MN. After losing MN by just 1.5 points in 2016, he's doing everything he can to..."
brianschatz,D,The official position of the Republican Party is that mail delivery should be slow and unreliable.
brianschatz,D,"@ChrisConwayDC You can always assume that the tweets are backed up with official Senate action, and that I don't us... https://t.co/LO8mz5Anwz"
brianschatz,D,Is there going to be anyone on the Sunday shows pretending that the President is not trying to steal the election b... https://t.co/Xha3jd7hX7
brianschatz,D,Trump is the reason that people are getting their prescription medicine late.
brianschatz,D,"RT @SecretaryHobbs: In Arizona, it's against the law to ""delay the delivery of a ballot."" I've asked Attorney General Brnovich to investiga..."
brianschatz,D,Every Republican Senator (except Mitt) suppprts Louis Dejoy and his assault on the Postal Service. Prove me wrong.
brianschatz,D,"RT @jimsciutto: I've witnessed governments corrupt elections from China to Russia to Zimbabwe and beyond by suppressing votes, spreading di..."
brianschatz,D,"RT @marceelias: Why did your legal team tell a federal court that the terms are used ""interchangeably""?"
brianschatz,D,RT @kylegriffin1: The internal watchdog at the United States Postal Service is reviewing controversial policy changes recently imposed unde...
brianschatz,D,"RT @IsaacDovere: .@MittRomney speaks out against Trump's attacks on the postal service and voting: ""We have got to preserve the principle o..."
brianschatz,D,"RT @BarackObama: If you're in a state where you have the option to vote early, do that now. The more votes in early, the less likely you're..."
brianschatz,D,THREAD https://t.co/s7hOC0vnQH
brianschatz,D,"RT @hansilowang: 2. Not counting all persons living in the US ""in apportioning representatives to Congress--as our Constitution requires--wou..."
brianschatz,D,RT @hansilowang: NEW: Sen. Brian Schatz leads 7 fellow Senate Dems in asking to file amicus brief supporting NY-based challengers of Trump'...
brianschatz,D,RT @marceelias: @realDonaldTrump is working to dismantle @USPS and Republicans are following his lead. We can't let democracy suffer at...
brianschatz,D,"I have been calling and emailing around the country regarding what, exactly is happening with the Postal Service, a... https://t.co/gGl1pwUf3u"
brianschatz,D,"RT @GaryPeters: The answer to mail delays shouldn't be to put more responsibility on our veterans. 

The answer to this crisis is to find t..."
brianschatz,D,"RT @common: If your vote didn't matter so much, they wouldn't be trying so hard to keep you from voting."
brianschatz,D,"Trump messing with the Postal Service is more Impeachable than the Ukraine thing, which was super impeachable. He's... https://t.co/DwhKjue3Ie"
brianschatz,D,"RT @abbydphillip: Trump saying clearly on Fox why he won't fund USPS. ""Now they need that money in order to make the post office work so it..."
brianschatz,D,RT @davidcicilline: Read more about this secret campaign here! #TradeUp https://t.co/xdI8IqRRvT
brianschatz,D,RT @davidcicilline: Did you know that @AFPMOnline led a secret campaign to roll back our cars' fuel standards? The rollbacks would increase...
brianschatz,D,"RT @davidcicilline: Let's talk about @AFPMonline - a trade association for big oil &amp; gas. AFPM says #climatechange is real, but they spend..."
brianschatz,D,RT @cmclymer: Cory Booker is the arguably the nicest person I've ever met in my life. That is not hyperbole. The man just doesn't stop bein...
brianschatz,D,I watched this four times and so should you! https://t.co/49APEexlUn
brianschatz,D,"Donald Trump is proposing to raid the social security trust fund, and I know everyone is busy and stoked about Kama... https://t.co/ohjlEWC1Aa"
brianschatz,D,"Trump is telling everyone he will stop putting money in the social security trust fund if he wins. So, tell your pa... https://t.co/yez89R6Lno"
brianschatz,D,They have had all of this time to think and prepare and they still don't actually don't know what to do about Kamal... https://t.co/F97yLiGhBt
brianschatz,D,Kamala Harris is excellent on climate FYI. Excellent.
brianschatz,D,I am thrilled with this pick. https://t.co/URGk5UCopz
brianschatz,D,Democrats passed a bill in May. https://t.co/U7kXuJiT2A
brianschatz,D,"1) USPS cannot ""lose money"" any more than the DOD or DOT can. 2) A stupid old law makes USPS pre-fund pensions with... https://t.co/9C4YdduTiv"
brianschatz,D,"RT @morningmoneyben: Wall Street just assumes a stimulus deal will eventually get done so markets don't react at all to lack of one, which..."
brianschatz,D,"RT @peoplefor: ""The #USPostalService helped build this country by uniting Americans in the biggest cities, smallest towns, and most remote..."
maziehirono,D,".@realDonaldTrump claims he doesn't know about QAnon - which the FBI has ID'd as a domestic terror threat. 

Trump... https://t.co/kRVLHJr9vr"
maziehirono,D,"COVID-19 has shed light on global food insecurity.

On this #WorldFoodDay I celebrate our #FoodHeroes, the farmers... https://t.co/YUwX6Xw3Gg"
maziehirono,D,"RT @SenateDems: ""Our nation deserves a justice who is committed to protecting the hard-earned rights of all Americans, particularly our nat..."
maziehirono,D,Senate Republicans are busy ramming through Judge Amy Coney Barrett to the Supreme Court while 8 million of their c... https://t.co/Tgvpgi5mMP
maziehirono,D,"RT @SenTinaSmith: Hi, only Senator to work at Planned Parenthood here. 

Barrett's views on Roe v. Wade are clear. So I'm making my views o..."
maziehirono,D,"The #2020Census ends TODAY.

Filling out the Census is an easy and important way to ensure your community has repre... https://t.co/07ST1oW3fT"
maziehirono,D,"Judge Amy Coney Barrett would strike down the ACA if seated on the Supreme Court.

Thank you to Senate Republicans... https://t.co/xiwiBDym7z"
maziehirono,D,"I asked Judge Amy Coney Barrett today if she believes voter suppression or discrimination currently exists.

We kno... https://t.co/E5siOIaAIR"
maziehirono,D,"RT @SenateDems: Sen. @MazieHirono points out that justices often signal openness to challenging long-standing precedent

""Now we are seeing..."
maziehirono,D,"RT @SenateDems: Senate Republicans are pretending that this is a normal hearing. 

It's not.

200k+ Americans have died due to COVID.

The..."
maziehirono,D,"RT @HispanicCaucus: Last week, the Senate led by @maziehirono introduced the Health Equity Accountability Act.

Our health care system has..."
maziehirono,D,"Republicans are hard at work undermining our democracy for the next decade.

This is exactly why the Supreme Court... https://t.co/nJb1DB4ZMw"
maziehirono,D,RT @nwlc: Senators @SenJoniErnst and @ChuckGrassley are prioritizing this sham #SCOTUSHearing over their own constituents - like Veronica G...
maziehirono,D,"I don't call wanting to provide people with individual rights and expanding equal protections partisan.

You call t... https://t.co/lbCEsPBUAl"
maziehirono,D,"Let me make clear - sexual preference is an offensive and outdated term.

To suggest sexual orientation is a choice... https://t.co/DABp1QiXFX"
maziehirono,D,Seniors and other Social Security beneficiaries have struggled amid the pandemic and the Trump administration doesn... https://t.co/kyETB6VOGF
maziehirono,D,"RT @USNavyCNO: As #Sailors, we've always been #AmericasAwayTeam, and today, after 245 years, we continue to stand the watch at home and aro..."
maziehirono,D,"Millions of people have lost their jobs and their health care during the pandemic.
 
Thanks to the ACA they can get... https://t.co/mQRrsNNzgd"
maziehirono,D,"Donald Trump said he would nominate Supreme Court Justices who will strike down the ACA.

It's why Judge Amy Coney... https://t.co/XKFataZ94x"
maziehirono,D,"Health care is personal to Kimberly and Jordan. It's personal to me too.

When serious illness hits unexpectedly, h... https://t.co/2erGoL9CGm"
maziehirono,D,Instead of rushing to confirm Judge Barrett onto the Supreme Court in the middle of both a pandemic and an election... https://t.co/OdATKBdZeT
maziehirono,D,"This generation of students deserves a quality education--regardless of the challenges of COVID19.

We must provide... https://t.co/gO7w7SUMeq"
maziehirono,D,RT @CNNSotu: EXCLUSIVE: @maziehirono joins @jaketapper this Sunday on #CNNSOTU. Tune in! https://t.co/VmD4SBNqFX
maziehirono,D,"UPDATE: After I pushed @USDA in August to extend child nutrition waivers, I'm glad to announce more free school mea... https://t.co/nFUbXWwWkT"
maziehirono,D,RT @RepChuyGarcia: Communities of color are disproportionately devastated by #COVID19 &amp; we need bold solutions to address health equity con...
maziehirono,D,"Our health care system has always fallen short of providing equal access to all our communities, but #COVID19  conf... https://t.co/rtPtVlxjng"
maziehirono,D,"The Trump Administration is in the Supreme Court right now arguing to strike down the ACA.

A vote for Amy Coney Ba... https://t.co/razxpvrTkH"
maziehirono,D,"RT @ThePublicSquare: Senator @maziehirono chatted about scoring a ""10"" in @ratemyskyperoom thanks to her Anthurium plant, growing up in Kok..."
maziehirono,D,"RT @ThePublicSquare: ""Does a New Wave of Anti-Asian American Racism Require New Ways of Fighting Back?"" Join us and @DKIInstitute for a dis..."
maziehirono,D,"Don't wait until October 31 - complete the Census today.

Make sure your community gets the resources it needs from... https://t.co/ySUGB1kT50"
maziehirono,D,".@Facebook helped make QAnon the threat to our democracy it is today. Now, it will finally ban QAnon accounts.

Whe... https://t.co/Q2uubGyesS"
maziehirono,D,Millions of Americans are suffering and out of work during this pandemic but instead of doing something to help the... https://t.co/sdQYLkZVkS
maziehirono,D,.@RepWexton and I recently introduced a bill (S.4752) to come up with strategies to combat COVID-related misinforma... https://t.co/hK22JMKkgj
maziehirono,D,"Snake oil salesman is not among the official duties for @SecretarySonny.
 
Stop wasting taxpayer dollars on thinly... https://t.co/ecp90KFxSQ"
maziehirono,D,"Although I did not have close contact with Sens. Lee or Tillis, I sought a COVID test out of an abundance of cautio... https://t.co/p6gENkto4f"
maziehirono,D,"""It's really a who decides question"" - Amy Coney Barrett on Obergefell v. Hodges.

This is what's at stake. No prec... https://t.co/zrHLxJvXo4"
maziehirono,D,"RT @cochawaii: Mahalo to everyone who joined us for our Virtual #MFGDay2020, cohosted by @INNOVATE_Hawaii ! We were proud to showcase @maui..."
maziehirono,D,"I'm wishing the President and First Lady a speedy recovery from COVID-19.
 
As we continue to confront this moment... https://t.co/hC9GSo8y3Y"
maziehirono,D,"30 million Americans didn't have health coverage last year--a direct result of Republican sabotage.

And now they wa... https://t.co/OCwsy9rsyT"
maziehirono,D,"RT @SenateDems: With a pandemic going on,

rather than dealing with the need to support all these millions of people who are out of work

w..."
maziehirono,D,RT @SenateDems: Let's be clear: A vote by any Senator for Judge Barrett is a vote to take away health care and eliminate pre-existing condi...
maziehirono,D,"The clear and present danger from this Supreme Court nominee is the elimination of the Affordable Care Act.

That m... https://t.co/TTPYR620j6"
maziehirono,D,"For 44 years, the Hyde Amendment has prevented people from accessing the essential care they need.

It's past time... https://t.co/KeDSpzJf7W"
maziehirono,D,"RT @SenJackReed: As we work to contain #COVID, we must also stop the spread of #disinformation that threatens public health. Intro'ed new b..."
maziehirono,D,"200,000 Americans are dead.
Over 7 million have tested positive for the coronavirus.

But amidst a pandemic, Amy Co... https://t.co/FJwz9m6K0G"
maziehirono,D,On #NationalCoffeeDay I want to recognize all of the hard working coffee growers in Hawaii that supply high quality... https://t.co/rRhjmc8YpT
maziehirono,D,"Once again, @realDonaldTrump has proved he only cares about two things - himself and money.
 
This so-called ""busin... https://t.co/xcrZWklbux"
maziehirono,D,"Call your Republican Senators.

Call and ask them, ""Why aren't you keeping your word?""
Call and ask them, ""Why are... https://t.co/j5ROhTwTmm"
maziehirono,D,"The loss of Justice Ginsburg is a loss for women's freedom.

@realDonaldTrump's nominee to the Supreme Court is ant... https://t.co/Wg8ezMhOQX"
maziehirono,D,"Here's what going to happen with Amy Coney Barrett in the Supreme Court.

Millions of Americans will be sitting at... https://t.co/OqILlSvwwJ"
maziehirono,D,"I oppose her nomination and will fight to deny her a lifetime position on the United States Supreme Court, and in d... https://t.co/cuaAhbwl0Z"
maziehirono,D,Barrett has an ideological agenda she won't acknowledge and an expressed willingness to overturn Supreme Court prec... https://t.co/tEHKAS45al
maziehirono,D,Senate Republicans have gone back on their word about confirming a Supreme Court justice in an election year and di... https://t.co/XofaD8sxzV
maziehirono,D,She has a long history of being anti-choice and an explicit willingness to reverse SC precedent - endangering the p... https://t.co/U2WvkSOv4W
maziehirono,D,She will vote to strike down the Affordable Care Act after being rushed on the Supreme Court in time to hear the ca... https://t.co/WxNUwWmL1w
maziehirono,D,I will not support the nomination of Amy Coney Barrett to the Supreme Court for the following reasons:
maziehirono,D,"UPDATE: The 2020 Census has been extended through October 31 nationwide, blocking @realDonaldTrump's decision for n... https://t.co/RSMdU7EAag"
maziehirono,D,"RT @TheLastWord: Senator @MazieHirono, a member of the Senate Judiciary Committee, tells @Lawrence that health coverage for millions of Ame..."
maziehirono,D,".@realDonaldTrump is one of the biggest culprits in spreading misinformation on social media.

Now that platforms h... https://t.co/hD8pqs0z2Z"
maziehirono,D,"RT @RepWexton: NEW: Today @maziehirono &amp; I introduced a bill to study the dangerous spread of #COVID19 disinformation &amp; misinformation.

Fa..."
maziehirono,D,"The new Supreme Court nominee will be put in place just in time to rip healthcare from millions.

This is neither h... https://t.co/ogG96B9w9S"
maziehirono,D,RT @crookedmedia: New #Hysteria: @morninggloria &amp; @AlyssaMastro44 chat w/ @maziehirono about the fight over RBG's SCOTUS seat &amp; @Ambassador...
maziehirono,D,"The American people need to know what's at stake:

Republicans are racing to put a justice on the Supreme Court who... https://t.co/9mCkz871bS"
maziehirono,D,"While discussing climate change, @SecBrouillette said ""Scientists say a lot of things. I have scientists inside of... https://t.co/Cd7yB4SXI6"
maziehirono,D,"RT @SenateDems: With health care, women's rights, and so much more on the line, Republicans have reversed their stated principles. 

""The q..."
maziehirono,D,"How can you trust those who don't keep their word?

While Republicans try to steal yet another seat, the millions w... https://t.co/KDxY32mKd5"
maziehirono,D,"RT @NewDay: Americans should know ""their health care is about to be wiped out"" during a pandemic that has claimed nearly 200,000 American l..."
maziehirono,D,"Anyone who's tested positive for COVID-19? 

That's a pre-existing condition--one that won't be protected if... https://t.co/G4DnZ5xUHt"
maziehirono,D,I have a very simple message for Donald Trump and Mitch McConnell tonight. The best and only way to honor the life'... https://t.co/U2pOkVRk5h
maziehirono,D,Justice Ruth Bader Ginsburg was a giant. There are literally not enough words to describe the transformational impa... https://t.co/FDGw4Jw6Gi
maziehirono,D,RT @AARPHawaii: Today is National POW/MIA Recognition Day. Join us in honoring prisoners of war and those who are still missing in action....
maziehirono,D,"The Trump admin has been trying to discredit scientists since Day 1.

They've worked hard to suppress career employ... https://t.co/Tor1WgOk2h"
maziehirono,D,"Nothing fazes Bill Barr as he spews his pro-Trump nonsense - not the truth, not the rule of law, and not the lives... https://t.co/SUr2eQUeYa"
maziehirono,D,"Vanessa Guillen fought for our country and now it's time for us to fight for her.

The #IAmVanessaGuillen Act will... https://t.co/SxLLO5RVWA"
maziehirono,D,"Everything @realDonaldTrump says is either a total exaggeration or an outright lie.

Health care has always been an... https://t.co/u9MerbB3AS"
maziehirono,D,"RT @SenatorDurbin: .@SenWhitehouse, @maziehirono, &amp; I called for this investigation last month to shed light on the Trump Admin's mismanage..."
maziehirono,D,Worth repeating: @realDonaldTrump only cares about himself. He's spent the past 4 years packing the courts with jud... https://t.co/JINsHTrCaF
maziehirono,D,"It's like this administration's checklist for new officials is:
Connections to @HeartlandInst or fossil fuel indus... https://t.co/2fr6fCtdcM"
maziehirono,D,"As we mark the 26th anniversary of the Violence Against Women Act during the pandemic, we see how important it is t... https://t.co/Otdyz7vO79"
maziehirono,D,RT @SenWhitehouse: @SenatorDurbin @SenSherrodBrown @SenBlumenthal @maziehirono and I are asking White House Counsel Pat Cipollone for detai...
maziehirono,D,"By downplaying threats from white supremacists and blocking intel on Russian election interference, @DHS_Wolf and... https://t.co/A23MDWaAdl"
maziehirono,D,"RT @SenSchumer: We will #NeverForget those we lost 19 years ago on 9/11 and in the years since.

We remember the resiliency and the courage..."
maziehirono,D,"Trump is only in it for himself.
 
We are approaching 200,000 Americans dead from COVID-19. And yet he wanted to ""p... https://t.co/sZGXLKHjA0"
maziehirono,D,"How many more Americans have to die?
How many more Americans have to lose their jobs?
How many more businesses have... https://t.co/yVXsGfqgmZ"
maziehirono,D,"AG Barr: if you want to defend @realDonaldTrump's lies, he should pay you--after you resign as Attorney General."
maziehirono,D,"Our small family farmers in Hawaii are hurting -- just as I'm sure farmers across the nation are hurting.

But while... https://t.co/oK4sY5z7Df"
maziehirono,D,"Unions built the middle class in this country. They're the reason millions have weekends, paid time off, and other... https://t.co/StPfQ3BKFP"
maziehirono,D,Color me not impressed. https://t.co/jKFa6MVVPU
maziehirono,D,"Donald Trump only cares about himself and money. Service and sacrifice mean nothing to him. 

By denigrating and di... https://t.co/n3H9yWK68v"
maziehirono,D,The pandemic has shed light on what families and children all across the nation have been facing for years--food ins... https://t.co/2M50mfi4fG
maziehirono,D,"As an island state, Hawaii can't drive or easily fly to the next state. We depend on deliveries of our medication o... https://t.co/btq6RacRla"
maziehirono,D,RT @TIME: LIVE: U.S. Senator @maziehirono in a conversation with TIME's @aabramson about how legislators can lead #TIME100Talks   https://t...
maziehirono,D,"RT @TIME: Starting in one hour, join us for a live #TIME100Talks featuring conversations with @maziehirono, @SofiaVergara, @nevillecrawley,..."
maziehirono,D,It's bad enough that @realDonaldTrump breaks the law all the time. Now he wants his supporters to join him. Voting... https://t.co/kydM0o7tgp
maziehirono,D,"RT @INDOPACOM: Today, we honor our nation's heroes during the 75th Commemoration of the End of #WWII live from Hawaii. #DoDRemembers75 http..."
maziehirono,D,"RT @USPacificFleet: On the 75th anniversary of World War II's end, we salute the service and sacrifice of those in whose footsteps we follo..."
maziehirono,D,RT @TIME: Tune in this Thursday for a live #TIME100Talks featuring Senator @maziehirono in a discussion about leadership through crisis....
maziehirono,D,"There are less than 30 days left to be counted in the #2020Census.

The Trump administration is once again trying t... https://t.co/6ZBLXQd24M"
maziehirono,D,"It's hard to imagine that in 2020 not everyone has easy access to Wi-Fi.

But like for those two little girls, it's... https://t.co/2eGmvb8pce"
maziehirono,D,It's been a month since the $600 unemployment program expired. Millions of Americans have had their weekly checks s... https://t.co/jiJXGxC1OT
maziehirono,D,"There's no good reason for USDA not to extend free school meals until the end of the school year.

While this annou... https://t.co/pEy3MqmNIk"
maziehirono,D,"Millions of children will go hungry this year and USDA refuses to extend school meal waivers.

For parents with bus... https://t.co/X3RB3m2q5Z"
maziehirono,D,"RT @SamTLevin: White supremacists and far-right militias have infiltrated police departments in every region of the US. 

A timely report +..."
maziehirono,D,"Only a week before schools opened did Republicans scrape together a non-starter plan.

Our teachers and students ca... https://t.co/NKvxy4jfSc"
maziehirono,D,"RT @SenDemsClimate: For more than a year, we've been uncovering how Americans are experiencing the climate crisis &amp; charting a path toward..."
maziehirono,D,Only in DonaldWorld could someone think a photo-op with new citizens can cover up years of this administration's ra... https://t.co/42YgI95SyF
maziehirono,D,"Voting now is just as important as it was 100 years ago. As we mark Women's Equality Day, we cannot forget the figh... https://t.co/KYA0T95kuB"
maziehirono,D,"Some very good news for 2020. Proof that #VaccinesWork.
 
Thanks to organizations like @Rotary and @USAIDAfrica, th... https://t.co/pHzqpmYlBG"
maziehirono,D,No amount of mansplaining from Peter Navarro to @mitchellreports can justify @realDonaldTrump's continued push for... https://t.co/nldQEKzt25
maziehirono,D,"The officers who shot Jacob Blake weren't wearing body cams. If a neighbor hadn't captured video, we wouldn't even... https://t.co/0EnBr8BEHd"
maziehirono,D,"Jacob Blake shouldn't be fighting for his life today in the ICU.

This weekend, police shot him seven times in the... https://t.co/fTzq4VJY3w"
maziehirono,D,"30 to 40 million Americans may lose their homes.
 
Starting today, landlords are free to evict families that were p... https://t.co/jVMxgol7gA"
maziehirono,D,"Today Louis DeJoy confirmed our fears: more big changes to @USPS delivery, especially in Hawaii, are still secretly... https://t.co/GQrAbuRblP"
maziehirono,D,"It was a fun surprise to be included @WSJ, but I do have a slight correction.

While I represent the great state of... https://t.co/bVOvmtanTm"
maziehirono,D,"A cruel, heartless way to decide a cruel, heartless policy. 

There must be accountability for those complicit in t... https://t.co/NGwIFvq9Vf"
maziehirono,D,RT @RepDebHaaland: The FCC shortchanged Tribes when they only extended the Tribal broadband filing window by 30 days. That's why @MartinHei...
maziehirono,D,Your speaking up and fighting back forced this change. But make no mistake: Louis DeJoy's announcement does absolut... https://t.co/HcuKcSMCzM
maziehirono,D,Today marks 100 years since the United States ratified the #19thAmendment  making voting a right regardless of sex.... https://t.co/MzLdWZYCl9
maziehirono,D,Sec. Bernhardt bragged that @realDonaldTrump's leadership opened up the Arctic National Wildlife Refuge to the oil... https://t.co/InBnhaPlk1
maziehirono,D,"In response to a letter I sent with @MarkWarner and @SenatorMenendez, @Facebook committed to combatting boogaloo gr... https://t.co/m8zDHJAOxi"
maziehirono,D,"RT @SenCortezMasto: For too many Nevadans coronavirus-related resources like testing info, &amp; updates about how to keep families safe aren't..."
maziehirono,D,"I heard from dozens of you about the delays in receiving medication, paychecks, ballots - all because... https://t.co/3kPT2UUQUT"
maziehirono,D,"85 years ago today, FDR signed the #SocialSecurity Act lifting millions of Americans out of poverty.

But... https://t.co/KtfhVcDRH8"
maziehirono,D,"J. Christian Adams has
 
 aggressively supported voter suppression efforts
 been sued for voter intimidation and... https://t.co/gu2LvreT65"
maziehirono,D,Today @realDonaldTrump removed all pretense: he's attacking @USPS intentionally to sabotage voting by mail because... https://t.co/G5H2Z47vqC
maziehirono,D,"RT @MarielenaNILC: This is what RESILIENCE looks like.

Applause is not enough. It's time to protect the workers who continue to fight to p..."
maziehirono,D,"RT @RepJudyChu: This is a shoutout to all the nurses, many of them immigrants, who are still putting their lives on the line to protect us..."
maziehirono,D,Donald Trump and his newest cronie Postmaster General Louis DeJoy are deliberately delaying your mail to undermine... https://t.co/KqGgBRJ39B
maziehirono,D,"Judge Caproni said it best, ""It is not only a sin to kill a mockingbird, it is also a crime.""

Normally Presidents... https://t.co/oLqEF0hvnR"
maziehirono,D,Fund the @USPS. Pass it on. https://t.co/2IydChdVuk
maziehirono,D,Social media has been key for QAnon's growth into the mainstream -- just like the anti-vax movement and other conspi... https://t.co/glHyOZIpPu
maziehirono,D,"As @benyt notes, ""in the Trump era, a specific kind of misinformation on social media is a central tactic of the ri... https://t.co/svNnx8Co73"
maziehirono,D,"Rather than encouraging Republicans to negotiate in good faith, @realDonaldTrump is indulging his savior complex wi... https://t.co/40Yh7nHAxx"
maziehirono,D,I think we can all agree #2020 has been quite a year. https://t.co/fV7fknyh13
maziehirono,D,"The people doing the essential work aren't the Fortune 500 CEO or investment banker.

It's the custodian, child car... https://t.co/VsbIG0sPjQ"
maziehirono,D,Americans shouldn't have to choose between protecting our health or our democracy. We've already seen the impacts o... https://t.co/xjEtQr6nHH
maziehirono,D,"Let's be clear, Russia is trying to interfere with the 2020 election right now.

Democrat or Republican, Obama or T... https://t.co/hoGbJsaiXw"
maziehirono,D,Immigrants are disproportionately working in essential jobs to keep Americans safe - often at great risk to their o... https://t.co/IUX5pUgJAn
maziehirono,D,RT @SenJackyRosen: I'm joining @MazieHirono and my colleagues to call for #COVID19 relief for tax-paying immigrant families as the public h...
maziehirono,D,The truest thing that @realDonaldTrump has said about this pandemic is that he doesn't take responsibility at all.... https://t.co/tVEVavi4Pu
maziehirono,D,"4.8 million confirmed cases.
158,000 deaths and counting.
 
The CDC is predicting between 5,000 - 11,000 more death... https://t.co/j9r4cjiXaj"
maziehirono,D,"RT @SenWarren: Immigrant families keep our country running, but they've been hit hard during this pandemic. @MazieHirono, @PattyMurray &amp; I..."
maziehirono,D,"RT @CuomoPrimeTime: ""That is not a stable person.""

Sen. Mazie Hirono talks to CNN's @ChrisCuomo about a controversial Trump administration..."
maziehirono,D,"Further eroding public confidence in Pentagon leadership, @realDonaldTrump uses a loophole to put his cronies in po... https://t.co/WVKP4jRD9E"
maziehirono,D,RT @SenatorDurbin: .@MazieHirono &amp; I are sending this message to Sen. McConnell: immigrants pay taxes and are essential to our nation's hea...
maziehirono,D,It took an independent judiciary to impose a nationwide injunction against @realDonaldTrump's cruel and dangerous p... https://t.co/qz4E66irlR
maziehirono,D,"Today as we said goodbye to our much beloved John Lewis, @realDonaldTrump was busy attacking what John fought for -... https://t.co/OXHb6XKTTP"
maziehirono,D,"All across the country, COFA citizens work in essential industries, but they lack the health insurance to protect t... https://t.co/cNyEfLvNey"
maziehirono,D,"As @SenateDems have been saying all along, Americans WANT to go back to work.
 
If these benefits go away, millions... https://t.co/RN80X0Z154"
maziehirono,D,"At a time when states like Hawaii are already sending out mail-in ballots for primary elections, @realDonaldTrump i... https://t.co/8yRcP4h9PQ"
maziehirono,D,General Tata's record of blatant racism and maliciously spreading conspiracy theories makes him unfit to serve as D... https://t.co/dolK4Z1p5T
maziehirono,D,"Just two weeks ago, @realDonaldTrump talked about a path to citizenship for DREAMers.
 
Yet, despite a SCOTUS rulin... https://t.co/7n99c3Wb2Q"
maziehirono,D,RT @SenTinaSmith: The House passed a COVID relief bill 10 weeks ago. Mitch McConnell has the Senate confirming judges (we've confirmed 200...
maziehirono,D,"Millions are suffering, tens of thousands are dying, and what's @realDonaldTrump's #1 priority? Himself and $2 bill... https://t.co/T7AC2i08SO"
maziehirono,D,"Three years ago, @realDonaldTrump and Senate Republicans tried to take away your health care in the dead of night.... https://t.co/1yfxzqtRE2"
maziehirono,D,"We're now less than 100 days out from Election Day.
 
As COVID-19 surges, reports indicate serious shortages of PPE... https://t.co/WAqtPEIrEb"
maziehirono,D,"RT @Oahu_DEM: Help keep communication lines open!

In case of a life threatening emergency, call 9-1-1.

The City's call center will be tak..."
maziehirono,D,"RT @HawaiiRedCross: Need a safe place for you and your pets? 
Come to any of our pet-friendly shelters

*Maui High School: 660 Lono Ave, Ka..."
maziehirono,D,"RT @Oahu_DEM: After the storm, communications may be down. Take time NOW to review, download or print the info you will need after impact...."
maziehirono,D,"RT @GovHawaii: WATCH #HurricaneDouglas briefing, Sunday July 26, 2020:
https://t.co/FP9QOPGnXK
@CountyofMaui
@MayorKirkHNL
County of Kauai..."
maziehirono,D,"RT @Hawaii_EMA: Additional FEMA supplies have arrived on Maui. Last night a C-17 aircraft delivered 36 pallets of meals, 19 pallets of wate..."
maziehirono,D,RT @NWSHonolulu: Hurricane Douglas 8 AM update. Tropical Storm Warning is in effect for the Big Island and a  Hurricane Warning is in effec...
maziehirono,D,"RT @NWSHonolulu: Jul 26, 2020 5 AM HST UPDATE: Hurricane conditions are expected in portions of Maui County today, on Oahu by this afternoo..."
maziehirono,D,"RT @PDC_Global: Cat 2#HurricaneDouglas, is moving toward the W-NW and expected to pass near the Hawaiian Islands late Saturday through Sund..."
maziehirono,D,"RT @NWSHonolulu: July 25, 2020 11:00 AM Update.
Hurricane Warning for Oahu. Hurricane Watch and Tropical Storm Warning for Maui County and..."
maziehirono,D,"RT @NWSHonolulu: Jul, 25, 2020 5 AM HST UPDATE: Tropical Storm Warning for Big Island and Maui County. Hurricane Watch for Big Island, Maui..."
maziehirono,D,RT @SenKamalaHarris: Thousands of families across America are feeling the impact of this pandemic even more because of their immigration st...
maziehirono,D,"RT @TheLastWord: After a federal judge denied the request of Oregon's attorney general to curb the actions of federal agents in Portland, S..."
maziehirono,D,"RT @AliVelshi: AG Bill Barr has been Trump's enabler-in-chief, tear-gassing protesters in D.C's Lafayette Square &amp; praising the federal tro..."
maziehirono,D,"RT @NWSHonolulu: Hurricane Douglas July 24, 2020 11 AM HST update. Hurricane watch for Maui County and Big Island. Douglas will be near the..."
maziehirono,D,Tonight Congress will let the federal eviction moratorium expire forcing millions from their homes during a pandemi... https://t.co/r9cHEBWDJy
maziehirono,D,"What's happening in Portland isn't our America. It's @realDonaldTrump's sick version of it.

His bromance with dict... https://t.co/GnU9VdmasR"
maziehirono,D,The @FCC's 2.5GHz Rural Tribal Priority Window was meant to help close the broadband gap facing our native communit... https://t.co/VvtZo3hejX
maziehirono,D,.@realDonaldTrump and his enablers are pushing to re-open our schools without regard for the health and safety of o... https://t.co/nWknXWcOTR
maziehirono,D,"BREAKING: Following my letter to @TheJusticeDept, the DOJ OIG will begin investigating the involvement of law enfor... https://t.co/8lSChmBzeS"
maziehirono,D,"RT @SenatorMenendez: As we gear up for the #2020Election, health and safety is a top priority. Poll workers, election workers, and voters n..."
maziehirono,D,"Today the House voted to repeal @realDonaldTrump's Muslim Ban.

It's never been about our national security, but St... https://t.co/6RpF6UErDJ"
maziehirono,D,"#Hurricane Season is fast approaching. Some quick tips to make sure you're prepared:

Make a plan.
Secure your ho... https://t.co/LQP5NzOeb3"
maziehirono,D,"After turning a blind eye to hate speech, letting advertisers discriminate against minorities, and flunking a civil... https://t.co/Io0JOVzBef"
